"PARENT.ID","ID","LENGTH","START","END","CLASS","X.FIT..D","X..COG.","Y..COG.","FRACT..DIM.","TRAPPEDNESS","EFFICENCY","STRAIGHTNESS","SPEED","KURTOSIS","X.FIT..ALPHA","GAUSSIANITY","Asymmetry","MSDRatio","Loc..noise_sigma","Fit.Goodness","Alpha.Fit.Goodness","Confidence","COND"
287,415,17,149,165,"DIRECTED/ACTIVE",0.06766,3.367,7.054,1.055,0.387,0.497,0.831,1.969,1.615,1.803,0.161,0.662,-0.148,0.082,0.987,0.998,0.69,"BeforeNoco2"
299,430,17,161,177,"DIRECTED/ACTIVE",0.06331,0.249,1.268,1.294,0.598,0.189,0.507,1.051,1.485,1.293,-0.093,0.478,-0.069,0.037,0.996,0.998,0.615,"BeforeNoco2"
309,445,14,169,182,"DIRECTED/ACTIVE",0.01639,6.477,3.509,1.594,-0.005,0.071,0.315,0.335,1.15,0.845,-0.108,0.426,-0.02,0.017,0.694,0.773,0.544,"BeforeNoco2"
312,448,13,169,181,"DIRECTED/ACTIVE",0.04892,7.36,2.089,1.387,0.702,0.102,0.374,0.602,1.523,0.964,-0.082,0.436,-0.025,0.022,0.967,0.983,0.613,"BeforeNoco2"
325,464,24,198,221,"DIRECTED/ACTIVE",0.03039,4.407,3.305,1.196,0.658,0.158,0.541,0.794,1.067,1.631,0.457,0.669,-0.131,0.058,0.992,0.995,0.647,"BeforeNoco2"
325,467,12,263,274,"DIRECTED/ACTIVE",0.02839,4.657,3.32,1.367,0.576,0.091,0.408,0.752,1.218,1.107,0.762,0.405,-0.046,0.051,0.917,0.881,0.635,"BeforeNoco2"
328,471,37,202,238,"DIRECTED/ACTIVE",0.06382,3.41,0.795,1.61,0.757,0.026,0.199,0.373,1.639,1.219,0.312,0.002,-0.038,0.018,0.977,0.982,0.604,"BeforeNoco2"
364,502,55,236,290,"DIRECTED/ACTIVE",0.04163,2.169,3.811,1.131,0.172,0.214,0.605,0.846,2.734,1.505,0.466,0.621,-0.114,0.041,0.9,0.988,0.649,"BeforeNoco2"
373,506,12,224,235,"DIRECTED/ACTIVE",0.03422,3.103,4.237,1.305,0.763,0.264,0.571,0.755,2.054,1.091,-0.326,0.478,-0.078,0.015,0.916,0.915,0.616,"BeforeNoco2"
390,529,15,254,268,"DIRECTED/ACTIVE",0.08306,7.573,4.389,1.374,0.383,0.175,0.478,1.07,1.273,1.052,-0.131,0.551,-0.074,0.006,0.974,0.943,0.648,"BeforeNoco2"
407,542,13,266,278,"DIRECTED/ACTIVE",0.08999,2.969,6.215,1.208,0.708,0.188,0.533,1.285,1.65,1.498,-0.019,0.491,-0.103,0.067,0.995,0.999,0.627,"BeforeNoco2"
412,546,18,271,288,"DIRECTED/ACTIVE",0.02126,4.844,2.76,1.213,0.409,0.242,0.588,0.688,1.486,1.398,-0.039,0.609,-0.1,0.023,0.983,0.991,0.652,"BeforeNoco2"
1,2,10,18,27,"NORM. DIFFUSION",0.1037,7.292,4.4,1.446,0.595,0.144,0.506,0.982,2.941,1.023,0.477,0.113,0.125,0.034,0.894,0.907,0.621,"BeforeNoco2"
2,3,11,2,12,"NORM. DIFFUSION",0.01683,7.953,4.898,1.554,0.947,0.056,0.295,0.245,2.639,1.15,0.043,0.402,0,0.007,0.943,0.968,0.628,"BeforeNoco2"
4,5,29,6,34,"NORM. DIFFUSION",0.07039,3.73,5.619,1.732,0.821,0.014,0.144,0.359,2.061,0.782,0.157,0.299,0.056,0.035,0.8,0.921,0.668,"BeforeNoco2"
6,11,22,7,28,"NORM. DIFFUSION",0.04185,1.258,5.642,1.688,0.746,0.03,0.204,0.35,2.518,0.87,0.127,0.063,0.024,0.022,0.864,0.955,0.622,"BeforeNoco2"
7,13,14,5,18,"NORM. DIFFUSION",0.01393,3.143,5.606,1.944,0.89,0.012,0.126,0.117,1.24,0.923,-0.179,0.256,0.081,0.03,0.924,0.969,0.727,"BeforeNoco2"
8,14,13,0,12,"NORM. DIFFUSION",0.03674,0.858,5.815,1.552,0.929,0.092,0.393,0.345,4.583,1.448,0.157,0.009,0.197,0.016,0.973,0.988,0.513,"BeforeNoco2"
9,17,10,16,25,"NORM. DIFFUSION",0.01386,5.544,5.992,1.668,0.679,0.123,0.412,0.604,1.492,0.502,-0.059,0.135,-0.0007663,0.035,0.813,0.909,0.603,"BeforeNoco2"
10,21,33,3,35,"NORM. DIFFUSION",0.02087,5.075,5.804,1.475,0.744,0.018,0.181,0.166,1.507,0.863,0.265,0.613,0.132,0.013,0.537,0.75,0.548,"BeforeNoco2"
12,31,23,0,22,"NORM. DIFFUSION",0.03985,3.252,6.784,2.147,0.989,0.009,0.122,0.198,1.629,0.747,1.899,0.03,0.122,0.032,0.85,0.871,0.65,"BeforeNoco2"
13,35,13,5,17,"NORM. DIFFUSION",0.04264,4.286,7.222,1.81,0.961,0.006,0.093,0.16,1.86,0.772,0.029,0.226,0.146,0.04,0.746,0.804,0.684,"BeforeNoco2"
15,40,18,0,17,"NORM. DIFFUSION",0.05907,2.129,0.171,1.712,0.921,0.047,0.262,0.433,1.228,0.985,0.06,0.225,-0.024,0.029,0.923,0.964,0.656,"BeforeNoco2"
16,41,35,0,34,"NORM. DIFFUSION",0.004102,4.614,0.257,2.002,0.994,0.0002946,0.021,0.02,3.109,0.374,0.188,0.285,0.303,0.02,0.32,0.365,0.594,"BeforeNoco2"
16,43,16,71,86,"NORM. DIFFUSION",6.893e-14,4.678,0.288,1.701,0.096,0,0,0,3.813,5.335e+153,0.25,0.264,Inf,0.011,-0.065,0,0.571,"BeforeNoco2"
17,47,11,4,14,"NORM. DIFFUSION",0.009704,3.636,0.593,1.52,0.826,0.047,0.256,0.245,2.109,0.74,-0.221,0.442,-0.028,0.013,0.619,0.801,0.551,"BeforeNoco2"
20,62,14,9,22,"NORM. DIFFUSION",0.01208,1.76,1.886,2.123,0.967,0.008,0.115,0.105,1.506,0.811,-0.205,0.187,1.544,0.019,0.955,0.986,0.583,"BeforeNoco2"
22,64,28,0,27,"NORM. DIFFUSION",0.007264,2.779,2.416,1.749,0.94,0.019,0.167,0.159,2.141,0.516,0.134,0.148,0.341,0.021,0.389,0.577,0.561,"BeforeNoco2"
23,67,18,2,19,"NORM. DIFFUSION",0.1264,1.927,2.884,1.94,0.994,0.027,0.204,0.394,1.358,1.245,0.431,0.035,-0.078,0.047,0.978,0.993,0.643,"BeforeNoco2"
28,82,13,0,12,"NORM. DIFFUSION",0.0206,5.249,3.566,1.482,0.54,0.037,0.255,0.358,2.377,0.605,0.932,0.171,0.133,0.015,0.832,0.934,0.707,"BeforeNoco2"
32,88,15,0,14,"NORM. DIFFUSION",0.06718,0.485,3.987,1.646,0.994,0.048,0.292,0.488,2.988,1.041,0.569,0.019,-0.013,0.046,0.86,0.905,0.643,"BeforeNoco2"
41,100,15,16,30,"NORM. DIFFUSION",0.01004,5.155,3.971,1.675,0.624,0.072,0.345,0.243,2.649,0.938,0.041,0.403,0.099,0.022,0.821,0.905,0.579,"BeforeNoco2"
41,102,17,67,83,"NORM. DIFFUSION",0.001745,5.066,4.235,2.22,-0.227,0.009,0.135,0.095,1.566,4.946e-12,0.01,0.029,0.215,0.022,0.062,-0.059,0.504,"BeforeNoco2"
43,111,15,2,16,"NORM. DIFFUSION",0.01424,6.357,6.104,1.902,0.87,0.006,0.095,0.097,2.428,0.814,0.175,0.273,0.1,0.024,0.357,0.653,0.543,"BeforeNoco2"
49,121,12,7,18,"NORM. DIFFUSION",0.04443,1.457,6.383,1.742,0.778,0.07,0.314,1.014,1.191,0.395,-0.178,0.198,0.23,0.057,0.502,0.709,0.513,"BeforeNoco2"
53,126,31,12,42,"NORM. DIFFUSION",0.03254,4.619,5.292,1.867,0.965,0.016,0.151,0.223,1.691,0.879,0.092,0.059,-0.02,0.015,0.808,0.933,0.6,"BeforeNoco2"
58,128,12,10,21,"NORM. DIFFUSION",0.02087,2.363,5.967,1.65,0.885,0.045,0.287,0.691,1.845,0.264,0.427,0.173,0.12,0.049,0.059,0.147,0.582,"BeforeNoco2"
59,131,11,21,31,"NORM. DIFFUSION",0.01728,5.684,7.673,1.857,0.81,0.032,0.234,0.28,2.338,0.632,0.269,0.195,0.018,0.044,1,0.997,0.54,"BeforeNoco2"
61,137,13,18,30,"NORM. DIFFUSION",0.03429,1.157,6.292,1.73,0.985,0.053,0.269,0.413,1.953,0.952,-0.103,0.204,-0.006,0.024,0.58,0.799,0.578,"BeforeNoco2"
64,139,12,16,27,"NORM. DIFFUSION",0.00834,2.14,3.877,1.63,0.31,0.083,0.396,0.276,1.349,0.742,0.027,0.206,0.131,0.015,0.565,0.694,0.483,"BeforeNoco2"
69,153,11,22,32,"NORM. DIFFUSION",0.03595,3.724,4.015,1.684,0.982,0.08,0.356,0.531,3.627,0.912,0.407,0.211,0.042,0.029,0.569,0.78,0.544,"BeforeNoco2"
70,157,13,21,33,"NORM. DIFFUSION",0.01034,0.763,6.858,2.07,0.999,0.005,0.095,0.08,1.376,0.667,0.227,0.289,0.157,0.024,0.497,0.518,0.594,"BeforeNoco2"
83,172,15,35,49,"NORM. DIFFUSION",0.02158,1.611,5.091,1.597,0.846,0.02,0.195,0.295,1.389,0.574,1.885,0.393,0.193,0.028,0.564,0.745,0.559,"BeforeNoco2"
84,174,22,27,48,"NORM. DIFFUSION",0.03267,7.473,7.02,2.068,0.987,0.005,0.082,0.102,2.405,1.005,-0.125,0.031,0.023,0.018,0.888,0.955,0.757,"BeforeNoco2"
88,178,14,74,87,"NORM. DIFFUSION",0.05578,3.803,7.003,1.824,0.857,0.002,0.055,0.105,2.433,0.844,0.45,0.177,3.544,0.034,0.668,0.861,0.598,"BeforeNoco2"
90,179,12,28,39,"NORM. DIFFUSION",0.01843,1,6.067,1.57,0.484,0.093,0.392,0.705,3.645,0.41,0.358,0.078,0.191,0.027,0.906,0.974,0.601,"BeforeNoco2"
93,185,40,39,78,"NORM. DIFFUSION",0.03267,0.659,0.254,1.736,0.685,0.003,0.072,0.102,1.771,0.823,0.535,0.144,0.065,0.032,0.814,0.857,0.575,"BeforeNoco2"
94,187,12,46,57,"NORM. DIFFUSION",0.03972,6.267,0.623,1.589,0.371,0.026,0.206,0.309,1.449,0.755,0.291,0.253,-0.018,0.033,0.774,0.802,0.584,"BeforeNoco2"
98,190,14,35,48,"NORM. DIFFUSION",0.04919,2.043,6.734,1.601,0.93,0.004,0.083,0.105,1.922,1.25,0.76,0.481,-0.049,0.036,0.978,0.992,0.627,"BeforeNoco2"
104,196,13,31,43,"NORM. DIFFUSION",0.07326,7.892,5.018,1.851,0.964,0.025,0.211,0.457,2.36,0.814,0.562,0.229,0.122,0.035,0.605,0.828,0.514,"BeforeNoco2"
106,199,26,38,63,"NORM. DIFFUSION",0.04243,1.046,5.632,1.728,0.858,0.029,0.213,0.414,2.239,0.689,0.288,0.216,0.162,0.034,0.917,0.93,0.604,"BeforeNoco2"
113,211,12,43,54,"NORM. DIFFUSION",0.07055,7.65,3.29,1.731,0.742,0.013,0.151,0.309,1.655,0.531,0.337,0.341,0.203,0.052,0.436,0.258,0.663,"BeforeNoco2"
118,226,14,45,58,"NORM. DIFFUSION",0.0114,4.369,7.166,2.072,0.966,0.014,0.154,0.262,4.166,0.304,0.642,0.076,0.474,0.046,0.218,0.349,0.587,"BeforeNoco2"
126,240,12,66,77,"NORM. DIFFUSION",0.04281,1.84,6.633,1.862,0.912,0.014,0.15,0.276,1.685,0.743,0.219,0.193,0.566,0.033,0.953,0.986,0.628,"BeforeNoco2"
127,243,13,48,60,"NORM. DIFFUSION",0.07466,5.388,0.982,1.614,0.725,0.057,0.363,0.646,2.301,0.828,1.916,0.38,-0.01,0.035,0.962,0.954,0.595,"BeforeNoco2"
130,246,13,51,63,"NORM. DIFFUSION",0.01487,4.96,5.822,1.92,0.065,0.028,0.215,0.283,2.121,0.503,0.144,0.129,0.056,0.033,0.843,0.773,0.785,"BeforeNoco2"
142,254,11,52,62,"NORM. DIFFUSION",0.04525,7.633,7.062,1.585,0.899,0.014,0.131,0.215,1.335,1.073,-0.31,0.436,1.08,0.051,0.903,0.951,0.558,"BeforeNoco2"
155,264,11,81,91,"NORM. DIFFUSION",0.03587,5.287,7.76,2.061,0.996,0.003,0.068,0.068,1.658,1.382,0.086,0.226,0.246,0.025,0.974,0.994,0.54,"BeforeNoco2"
155,266,10,103,112,"NORM. DIFFUSION",0.03478,5.26,7.908,1.536,-0.082,0.089,0.372,0.427,1.244,0.947,0,0.08,0.035,0.021,0.698,0.583,0.556,"BeforeNoco2"
164,276,11,72,82,"NORM. DIFFUSION",0.17,1.324,6.651,1.901,0.985,0.02,0.171,0.481,1.319,1.094,0.178,0.142,0.159,0.049,0.974,0.984,0.575,"BeforeNoco2"
165,278,14,68,81,"NORM. DIFFUSION",0.04638,7.414,7.037,1.919,0.682,0.012,0.154,0.314,1.956,0.565,1.032,0.121,0.434,0.049,0.376,0.583,0.482,"BeforeNoco2"
168,280,11,71,81,"NORM. DIFFUSION",0.009704,6.153,0.593,1.502,0.867,0.118,0.432,0.495,1.405,0.522,-0.076,0.26,-0.061,0.012,0.168,0.393,0.556,"BeforeNoco2"
171,287,17,91,107,"NORM. DIFFUSION",0.006278,5.238,5.748,1.545,0.113,0.038,0.235,0.229,1.597,0.478,0.122,0.475,0.202,0.025,0.912,0.901,0.619,"BeforeNoco2"
174,299,14,83,96,"NORM. DIFFUSION",0.009073,6.906,3.88,2.244,0.976,0.016,0.153,0.148,1.909,0.624,0.043,0.095,0.354,0.019,0.84,0.884,0.622,"BeforeNoco2"
179,302,12,80,91,"NORM. DIFFUSION",0.0623,0.603,3.783,1.661,0.968,0.013,0.14,0.223,2.235,0.831,-0.132,0.419,0.12,0.024,0.494,0.394,0.605,"BeforeNoco2"
184,312,15,94,108,"NORM. DIFFUSION",0.02371,2.459,3.053,1.759,0.842,0.013,0.129,0.175,1.609,0.731,-0.065,0.385,1.208,0.037,0.214,0.335,0.666,"BeforeNoco2"
184,314,25,123,147,"NORM. DIFFUSION",0.002001,2.57,3.112,1.958,0.939,0.0008511,0.036,0.028,2.569,0.316,-0.051,0.212,0.045,0.023,0.053,0.144,0.643,"BeforeNoco2"
189,319,11,82,92,"NORM. DIFFUSION",0.01184,3.575,5.527,2.176,0.897,0,0,0,1.224,0.278,0.66,0.221,0.016,0.04,0.263,0.463,0.55,"BeforeNoco2"
197,325,13,87,99,"NORM. DIFFUSION",0.09727,0.477,6.498,1.511,0.657,0.107,0.431,0.88,1.804,0.866,1.073,0.366,0.174,0.053,0.757,0.827,0.532,"BeforeNoco2"
206,335,12,146,157,"NORM. DIFFUSION",0.01044,6.157,0.473,1.539,0.729,0.06,0.302,0.276,1.882,0.748,1.507,0.319,0.068,0.006,0.976,0.991,0.613,"BeforeNoco2"
210,338,11,101,111,"NORM. DIFFUSION",0.09994,7.396,6.967,1.761,0.983,0.026,0.215,0.408,1.735,1.129,0.49,0.154,0.01,0.036,0.993,0.994,0.665,"BeforeNoco2"
213,342,17,104,120,"NORM. DIFFUSION",0.009534,5.235,4.113,1.867,0.782,0.017,0.15,0.134,1.407,0.821,-0.243,0.224,0.119,0.021,0.854,0.944,0.55,"BeforeNoco2"
217,344,17,99,115,"NORM. DIFFUSION",0.05366,0.551,1.329,1.662,-0.031,0.062,0.305,0.632,1.507,0.724,0.531,0.259,0.101,0.047,0.899,0.825,0.525,"BeforeNoco2"
218,346,18,101,118,"NORM. DIFFUSION",0.07805,7.556,3.367,1.953,0.985,0.034,0.223,0.573,1.35,0.744,0.143,0.096,0.016,0.036,0.746,0.871,0.727,"BeforeNoco2"
219,348,20,99,118,"NORM. DIFFUSION",0.0781,1.376,6.104,1.678,-0.079,0.021,0.191,0.4,1.517,0.739,0.08,0.138,-0.012,0.05,0.773,0.714,0.546,"BeforeNoco2"
219,350,17,132,148,"NORM. DIFFUSION",0.02965,1.689,6.513,1.749,0.415,0.0006064,0.032,0.06,1.571,0.531,0.745,0.291,0.305,0.058,0.822,0.896,0.566,"BeforeNoco2"
225,357,11,103,113,"NORM. DIFFUSION",0.008822,4.516,3.607,2.076,0.988,0.03,0.226,0.152,1.962,0.927,-0.2,0.042,0.4,0.009,0.987,0.994,0.806,"BeforeNoco2"
226,359,29,105,133,"NORM. DIFFUSION",0.01243,3.572,6.708,1.785,0.89,0.032,0.226,0.262,2.516,0.664,0.374,0.083,0.057,0.021,0.811,0.938,0.599,"BeforeNoco2"
235,366,11,105,115,"NORM. DIFFUSION",0.073,4.04,5.778,1.849,0.965,0.051,0.268,0.577,2.029,0.934,-0.235,0.018,-0.017,0.039,0.899,0.951,0.882,"BeforeNoco2"
238,368,24,111,134,"NORM. DIFFUSION",0.005317,3.427,4.843,1.405,0.742,0.095,0.405,0.279,2.438,0.725,0.482,0.391,0.042,0.01,0.495,0.783,0.626,"BeforeNoco2"
239,372,11,109,119,"NORM. DIFFUSION",0.001985,1.516,5.08,1.831,0.799,0.013,0.146,0.152,1.269,0.167,-0.091,0.496,1.2,0.029,-0.053,0.027,0.456,"BeforeNoco2"
240,376,15,143,157,"NORM. DIFFUSION",0.006326,4.995,5.885,1.989,-0.227,0.005,0.083,0.109,1.748,0.225,-0.287,0.45,0.4,0.032,0.074,-0.000915,0.545,"BeforeNoco2"
240,378,19,172,190,"NORM. DIFFUSION",0.01617,4.973,5.954,1.507,0.539,0.045,0.27,0.338,1.551,0.67,0.22,0.537,0.156,0.018,0.875,0.966,0.603,"BeforeNoco2"
241,383,11,116,126,"NORM. DIFFUSION",0.09186,3.105,1.276,1.612,0.24,0.085,0.339,1.062,1.545,0.582,-0.153,0.33,0.08,0.094,0.868,0.832,0.558,"BeforeNoco2"
245,387,10,113,122,"NORM. DIFFUSION",0.07811,1.364,1.02,1.471,0.972,0.068,0.353,0.534,2.726,1.26,0.291,0.255,-0.087,0.026,0.964,0.975,0.601,"BeforeNoco2"
260,396,15,122,136,"NORM. DIFFUSION",0.02677,0.168,2.336,1.792,0.889,0.011,0.116,0.243,2.615,0.404,-0.341,0.388,0.07,0.021,0.302,0.237,0.606,"BeforeNoco2"
263,398,17,124,140,"NORM. DIFFUSION",0.03531,5.332,4.725,1.85,0.937,0.036,0.247,0.452,7.06,0.671,0.236,0.034,0.431,0.047,0.365,0.653,0.696,"BeforeNoco2"
268,399,11,128,138,"NORM. DIFFUSION",0.04242,2.556,5.091,1.643,0.979,0.121,0.406,0.693,1.73,0.944,-0.165,0.225,-0.019,0.034,0.428,0.692,0.64,"BeforeNoco2"
273,403,14,147,160,"NORM. DIFFUSION",0.01438,3.071,4.283,1.989,0.849,0.028,0.197,0.216,2.127,0.762,0.045,0.245,0.535,0.022,0.99,0.994,0.59,"BeforeNoco2"
276,408,23,141,163,"NORM. DIFFUSION",0.01374,2.038,6.259,1.971,0.767,0.003,0.07,0.069,1.52,0.814,0.134,0.147,0.039,0.019,0.657,0.842,0.614,"BeforeNoco2"
276,411,27,199,225,"NORM. DIFFUSION",0.00973,2.739,6.453,1.465,0.636,0.049,0.294,0.185,1.632,0.876,0.032,0.453,0.118,0.007,0.699,0.879,0.566,"BeforeNoco2"
282,414,11,144,154,"NORM. DIFFUSION",0.1744,0.331,5.509,1.685,0.103,0.058,0.307,0.723,2.808,0.99,0.626,0.223,0.26,0.068,0.676,0.58,0.547,"BeforeNoco2"
289,418,12,150,161,"NORM. DIFFUSION",9.332e-13,7.63,2.46,2.126,-0.227,0.011,0.146,0.195,2.697,9.907e-13,1.22,0.39,6.527,0.043,-0.105,-0.105,0.489,"BeforeNoco2"
292,423,22,153,174,"NORM. DIFFUSION",0.0553,5.527,5.98,1.911,0.797,0.028,0.201,0.378,2.318,0.809,0.069,0.224,0.04,0.044,0.891,0.933,0.561,"BeforeNoco2"
293,426,12,156,167,"NORM. DIFFUSION",0.09865,2.92,5.103,1.684,0.765,0.068,0.31,0.618,1.988,1.117,0.101,0.009,-0.071,0.04,0.959,0.961,0.72,"BeforeNoco2"
294,427,22,156,177,"NORM. DIFFUSION",0.02628,4.509,3.484,1.821,0.943,0.000327,0.025,0.032,1.645,0.758,1.301,0.472,0.111,0.029,0.893,0.945,0.543,"BeforeNoco2"
300,434,15,163,177,"NORM. DIFFUSION",0.002623,3.309,4.685,1.898,0.988,0.013,0.139,0.137,2.995,0.293,-0.079,0.067,1,0.02,-0.03,0.061,0.648,"BeforeNoco2"
316,450,57,174,230,"NORM. DIFFUSION",0.02841,6.333,0.602,1.702,0.693,0.013,0.147,0.198,2.124,0.837,0.501,0.118,0.1,0.029,0.741,0.933,0.618,"BeforeNoco2"
325,465,23,222,244,"NORM. DIFFUSION",0.003434,4.774,2.87,1.893,0.934,0.025,0.219,0.124,1.742,0.546,0.422,0.097,-0.004,0.015,0.437,0.612,0.581,"BeforeNoco2"
328,469,11,184,194,"NORM. DIFFUSION",0.06888,3.182,0.862,1.682,0.847,0.036,0.27,0.43,1.142,0.95,0.883,0.308,0.633,0.037,0.931,0.944,0.561,"BeforeNoco2"
344,480,15,189,203,"NORM. DIFFUSION",0.09205,4.803,5.611,1.793,0.949,0.056,0.273,0.729,1.903,0.843,-0.01,0.084,0.048,0.032,0.519,0.725,0.705,"BeforeNoco2"
346,481,14,197,210,"NORM. DIFFUSION",4.169e-11,3.906,7.96,1.955,-0.227,0.01,0.143,0.052,2.012,2.583e-13,0.238,0.693,0.015,0.01,-0.083,-0.083,0.462,"BeforeNoco2"
347,482,20,195,214,"NORM. DIFFUSION",0.006951,7.13,1.752,1.757,0.797,0.021,0.168,0.202,5.089,0.482,-0.063,0.034,0.747,0.018,0.163,0.42,0.66,"BeforeNoco2"
350,487,12,202,213,"NORM. DIFFUSION",0.02471,2.447,3.97,1.857,-0.227,0.083,0.331,0.45,2.36,0.745,-0.298,0.062,0.157,0.023,0.765,0.618,0.71,"BeforeNoco2"
351,490,12,201,212,"NORM. DIFFUSION",0.1271,3.137,7.873,1.494,0.888,0.081,0.382,0.861,1.394,0.923,0.583,0.447,0.078,0.054,0.748,0.83,0.545,"BeforeNoco2"
357,494,11,206,216,"NORM. DIFFUSION",0.1269,2.662,5.465,1.693,0.842,0.097,0.341,0.793,1.058,1.204,-0.411,0.131,0.013,0.039,0.956,0.979,0.6,"BeforeNoco2"
361,495,11,213,223,"NORM. DIFFUSION",0.01132,1.196,4.593,1.652,0.739,0.142,0.403,0.481,2.262,0.678,-0.401,0.396,0.013,0.023,0.795,0.9,0.589,"BeforeNoco2"
377,509,10,236,245,"NORM. DIFFUSION",0.004272,6.72,0.86,1.784,0.193,0.043,0.229,0.227,2.055,0.365,-0.388,0.253,0.267,0.026,0.951,0.91,0.522,"BeforeNoco2"
378,513,14,241,254,"NORM. DIFFUSION",0.009319,4.943,5.797,1.654,0.769,0.06,0.297,0.335,1.435,0.56,0.433,0.41,-0.007,0.031,0.683,0.852,0.541,"BeforeNoco2"
380,514,19,235,253,"NORM. DIFFUSION",0.1487,4.465,5.558,1.745,0.926,0.002,0.056,0.119,2.691,1.148,-0.136,0.061,0.151,0.042,0.69,0.865,0.728,"BeforeNoco2"
381,518,15,234,248,"NORM. DIFFUSION",0.08783,7.843,7.528,1.9,0.972,0.000823,0.036,0.069,1.528,0.949,0.227,0.151,-0.027,0.047,0.804,0.8,0.677,"BeforeNoco2"
385,523,18,242,259,"NORM. DIFFUSION",0.02727,3.531,7.867,1.953,0.912,0.011,0.129,0.16,3.201,0.876,0.002,0.072,0.039,0.032,0.966,0.973,0.631,"BeforeNoco2"
389,526,24,248,271,"NORM. DIFFUSION",0.02149,3.282,4.265,2.066,0.996,0.016,0.163,0.209,1.476,0.729,1.658,0.036,0.053,0.019,0.822,0.905,0.674,"BeforeNoco2"
393,530,17,249,265,"NORM. DIFFUSION",0.1093,2.958,5.798,1.927,0.865,0.022,0.173,0.403,2.659,1.024,-0.208,0.042,-0.007,0.027,0.974,0.976,0.728,"BeforeNoco2"
394,532,11,261,271,"NORM. DIFFUSION",0.02397,6.815,1.422,1.885,0.609,0.051,0.267,0.288,1.735,0.933,-0.089,0.121,0.156,0.027,0.806,0.798,0.65,"BeforeNoco2"
397,535,11,261,271,"NORM. DIFFUSION",0.005256,1.36,5.713,1.947,0.965,0.084,0.323,0.49,1.469,0.203,-0.269,0.135,0.111,0.02,-0.088,-0.067,0.584,"BeforeNoco2"
404,539,12,261,272,"NORM. DIFFUSION",0.01888,4.263,0.88,1.753,0.922,0.021,0.21,0.276,1.372,0.578,0.497,0.114,0.345,0.027,0.472,0.701,0.588,"BeforeNoco2"
408,545,10,285,294,"NORM. DIFFUSION",0.06242,7.136,4.568,1.595,0.75,0.044,0.246,0.676,1.513,0.613,-0.167,0.196,0.293,0.05,0.781,0.89,0.723,"BeforeNoco2"
413,548,21,263,283,"NORM. DIFFUSION",0.07716,3.64,3.949,1.595,0.883,0.048,0.272,0.505,1.234,0.957,0.833,0.136,-0.045,0.036,0.853,0.906,0.636,"BeforeNoco2"
1,1,12,6,17,"SUBDIFFUSION",0.002384,7.323,4.48,2.328,0.938,0.011,0.124,0.175,1.35,3.385e-11,0.148,0.428,0.337,0.046,-0.105,-0.105,0.601,"BeforeNoco2"
11,29,18,9,26,"SUBDIFFUSION",0.002397,2.898,6.231,1.638,-0.227,0.069,0.32,0.483,6.935,1.015e-11,0.522,0.388,1.693,0.034,-0.054,-0.054,0.713,"BeforeNoco2"
13,36,14,18,31,"SUBDIFFUSION",0.01277,4.323,7.157,2.448,0.997,0.004,0.069,0.148,4.136,0.321,-0.064,0.027,0.621,0.057,0.017,0.017,0.637,"BeforeNoco2"
14,38,10,6,15,"SUBDIFFUSION",0.001339,0.668,0.004,2.455,-0.227,0.047,0.264,0.302,1.456,1.377e-11,0.111,0.555,0.036,0.033,-0.143,-0.143,0.52,"BeforeNoco2"
16,42,36,35,70,"SUBDIFFUSION",0.0009093,4.644,0.274,2.728,0.731,0.002,0.051,0.039,1.959,0.086,0.167,0.159,0.55,0.024,0.087,0.087,0.689,"BeforeNoco2"
16,44,13,87,99,"SUBDIFFUSION",0.0004783,4.683,0.298,2.645,-0.227,0.004,0.071,0.057,2.216,2.309e-12,-0.184,0.101,1.55,0.029,-0.087,-0.087,0.657,"BeforeNoco2"
18,50,12,0,11,"SUBDIFFUSION",0.001444,6.12,0.65,2.242,0.992,0,0,0,2.317,8.245e-13,-0.137,0.344,3.255,0.028,-0.105,-0.105,0.566,"BeforeNoco2"
19,56,22,3,24,"SUBDIFFUSION",0.004511,5.535,0.956,2.05,-0.227,0.008,0.108,0.134,3.636,0.331,0.701,0.111,0.473,0.036,0.367,0.367,0.618,"BeforeNoco2"
20,63,12,23,34,"SUBDIFFUSION",0.002556,1.81,1.937,2.126,0.614,0.003,0.066,0.087,2.128,0.012,1.456,0.273,0.964,0.041,-0.105,-0.105,0.547,"BeforeNoco2"
24,71,34,4,37,"SUBDIFFUSION",0.003071,6.702,3.465,2.388,0.938,0.004,0.071,0.065,2.083,0.456,-0.255,0.233,0.271,0.021,0.62,0.62,0.66,"BeforeNoco2"
27,79,20,25,44,"SUBDIFFUSION",0.00093,4.556,3.61,3.155,0.98,0.003,0.067,0.051,2.471,0.074,-0.101,0.059,0.471,0.026,0.006,0.006,0.647,"BeforeNoco2"
31,85,17,2,18,"SUBDIFFUSION",0.001483,7.188,4.005,2.335,0.828,0.011,0.127,0.153,2.15,4.406e-12,-0.066,0.188,1.956,0.04,-0.059,-0.059,0.655,"BeforeNoco2"
37,93,12,3,14,"SUBDIFFUSION",0.004566,5.177,7.587,1.961,-0.227,0.055,0.282,0.532,1.339,0.06,0.195,0.122,0.366,0.043,-0.085,-0.085,0.424,"BeforeNoco2"
