PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,(FIT) Velocity,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
540,1229,10,277,286,DIRECTED/ACTIVE,4.678E-2,1.172E-6,6.416,0.820,1.384,0.481,0.143,0.451,0.756,1.138,0.942,-0.106,0.482,-0.095,0.021,0.804,0.955,0.646
548,1248,11,242,252,DIRECTED/ACTIVE,7.888E-2,9.958E-6,4.458,3.425,1.815,-0.227,0.009,0.124,0.288,3.620,0.656,-0.136,0.198,0.859,0.053,-146.692,0.403,0.512
549,1250,14,241,254,DIRECTED/ACTIVE,5.552E-2,2.141E-5,2.057,5.857,1.360,0.400,0.074,0.425,0.632,3.537,0.815,0.993,0.148,-0.022,0.016,0.747,0.898,0.555
554,1254,13,248,260,DIRECTED/ACTIVE,1.337E-1,1.809E-5,7.145,5.785,1.471,0.576,0.033,0.240,0.610,1.192,0.949,0.608,0.437,0.157,0.082,0.957,0.960,0.596
561,1258,18,250,267,DIRECTED/ACTIVE,3.414E-2,0.583,5.924,2.622,1.240,0.428,0.127,0.535,0.640,1.200,1.216,1.714,0.570,-0.055,0.044,0.981,0.957,0.587
566,1271,12,258,269,DIRECTED/ACTIVE,3.936E-2,1.604,1.683,7.480,1.549,0.930,0.113,0.395,0.832,1.145,1.128,-0.034,0.309,0.044,0.024,0.997,0.788,0.607
587,1309,11,284,294,DIRECTED/ACTIVE,4.08E-2,1.747,3.058,5.375,1.081,0.705,0.361,0.842,1.521,2.135,1.619,0.590,0.594,-0.128,0.062,1.000,1.000,0.780
594,1317,12,278,289,DIRECTED/ACTIVE,3.526E-2,1.536,7.463,4.633,1.406,0.735,0.181,0.500,1.051,1.508,1.328,0.085,0.504,-0.085,0.040,0.977,0.975,0.576
601,1329,11,279,289,DIRECTED/ACTIVE,3.468E-2,0.912,4.815,0.855,1.258,0.670,0.291,0.624,1.011,1.634,1.570,-0.248,0.278,-0.123,0.049,1.000,0.979,0.591
602,1331,11,283,293,DIRECTED/ACTIVE,4.488E-2,1.666,4.178,1.764,1.158,0.657,0.377,0.722,1.554,1.338,1.576,-0.015,0.583,-0.109,0.059,1.000,1.000,0.626
606,1334,11,284,294,DIRECTED/ACTIVE,5.123E-2,2.080E-6,6.698,3.113,1.603,0.567,0.105,0.388,0.693,1.627,0.965,-0.106,0.031,-0.104,0.024,0.472,0.875,0.602
